The data below was generated for educational purpose and does not contain sensitive information.,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
ID,Major,HighSchoolGPA,SATScores,AppliedtoanotherUC,AdmittedtoanotherUC,FirstGeneration,Gender,TotalHSHonorsCoursesTaken,MathPlacementScore,FirstMathClassGrade,@1stSemesterGPA,Retained1stYear,Graduated
254892,Biological Sciences,3.09,940,Yes,Yes,No,F,0,9,A,2.15,Y,Yes
171898,Biological Sciences,3.7,990,Yes,Yes,No,F,0,9,A,2.15,Y,Yes
267300,Biological Sciences,3.8,940,No,No,Yes,M,8,8,A+,2.15,Y,Yes
262168,Biological Sciences,3.8,780,Yes,Yes,No,F,8,8,C,2.15,Y,Yes
113982,Biological Sciences,3.64,860,No,No,No,F,0,4,A-,2.17,N,No
277362,Biological Sciences,3.81,1020,Yes,No,No,F,0,8,A+,2.18,N,No
281786,Biological Sciences,3.81,1060,Yes,Yes,No,F,8,8,A+,2.2,Y,Yes
65578,Biological Sciences,3.59,1080,Yes,Yes,Yes,F,7,4,D,2.22,N,No
29652,Biological Sciences,3.08,530,No,No,No,M,10,1,W,2.22,Y,No
284078,Biological Sciences,3.82,1160,Yes,Yes,No,M,11,8,A+,2.22,Y,Yes
277546,Biological Sciences,3.12,1160,Yes,Yes,No,F,2,8,A+,2.25,N,No
146068,Biological Sciences,3.68,820,No,No,Yes,M,2,8,C,2.25,Y,Yes
128392,Biological Sciences,3.66,700,No,No,Yes,F,0,8,C,2.25,Y,Yes
65008,Biological Sciences,3.59,920,Yes,No,Yes,M,0,8,C,2.25,Y,Yes
78168,Biological Sciences,3.6,840,Yes,Yes,Yes,M,0,3,C-,2.25,Y,Yes
74964,Biological Sciences,3.6,880,No,No,No,F,0,5,D,2.25,Y,Yes
29750,Biological Sciences,3.59,950,No,No,No,M,8,4,D,2.25,Y,Yes
142054,Biological Sciences,2.85,860,No,No,Yes,M,0,3,I,2.25,Y,Yes
79590,Biological Sciences,3.6,920,Yes,Yes,Yes,F,4,5,A,2.25,Y,Yes
285116,Biological Sciences,3.13,860,No,No,Yes,F,0,5,C,2.25,Y,Yes
200312,Biological Sciences,3,940,No,No,No,F,0,5,C+,2.25,Y,Yes
29658,Biological Sciences,3.08,600,Yes,Yes,Yes,F,0,1,D,2.25,Y,Yes
66260,Biological Sciences,2.35,840,No,No,Yes,M,0,1,D,2.25,Y,Yes
107852,Biological Sciences,3.63,930,No,No,Yes,F,0,5,D+,2.25,Y,Yes
80302,Biological Sciences,2.5,1070,Yes,No,Yes,F,0,7,D+,2.25,N,No
285206,Biological Sciences,3.82,1160,Yes,Yes,No,M,0,6,D+,2.25,N,No
85826,Biological Sciences,3.05,550,No,No,No,M,2,8,D+,2.25,N,No
278160,Biological Sciences,3.81,950,Yes,No,Yes,F,0,1,D+,2.25,N,No
198728,Biological Sciences,3.72,1280,Yes,Yes,Yes,F,7,6,A,2.25,Y,No
56784,Biological Sciences,3.59,1050,Yes,No,No,M,4,8,A+,2.25,Y,No
72738,Biological Sciences,3.6,1080,Yes,Yes,Yes,M,0,8,A+,2.25,Y,No
155890,Biological Sciences,3.68,1080,Yes,Yes,Yes,M,9,8,A+,2.25,Y,No
122538,Biological Sciences,3.65,910,No,No,No,M,3,8,A+,2.25,Y,No
68316,Biological Sciences,3.6,990,Yes,Yes,Yes,M,6,8,A+,2.25,Y,No
96054,Biological Sciences,3.62,1110,Yes,Yes,Yes,F,9,4,A+,2.25,Y,No
146060,Biological Sciences,3.68,1120,Yes,Yes,Yes,M,0,4,A+,2.25,Y,No
71802,Biological Sciences,3.6,940,Yes,Yes,Yes,M,0,9,A+,2.25,Y,No
164092,Biological Sciences,2.91,980,Yes,Yes,No,M,6,9,C,2.25,Y,No
78534,Biological Sciences,3.6,990,Yes,No,Yes,F,8,4,A+,2.25,Y,Yes
102712,Biological Sciences,3.63,910,Yes,Yes,No,M,13,7,C-,2.25,Y,Yes
148796,Biological Sciences,3.68,910,Yes,Yes,Yes,F,6,7,C-,2.25,Y,Yes
72638,Biological Sciences,2.38,920,Yes,Yes,Yes,F,0,1,D,2.25,Y,Yes
181944,Biological Sciences,2.95,850,No,No,No,M,6,3,D,2.25,Y,Yes
173894,Biological Sciences,2.95,900,No,No,Yes,M,6,3,D,2.25,Y,Yes
70838,Biological Sciences,3.6,720,Yes,Yes,Yes,M,0,3,D,2.25,Y,Yes
183496,Biological Sciences,2.95,800,Yes,Yes,No,F,8,3,D,2.25,Y,Yes
283658,Biological Sciences,3.81,920,Yes,No,No,M,0,5,D+,2.25,Y,Yes
66572,Biological Sciences,3.6,680,Yes,Yes,Yes,F,14,9,W,2.25,Y,Yes
174324,Biological Sciences,3.7,1000,Yes,No,No,F,0,4,D-,2.3,N,No
168926,Biological Sciences,3.7,1020,Yes,Yes,Yes,M,10,4,A+,2.3,Y,No
81934,Biological Sciences,3.61,1090,Yes,Yes,Yes,F,0,9,A+,2.3,Y,No
239348,Biological Sciences,3.77,1100,Yes,Yes,No,M,9,9,A+,2.3,Y,No
271098,Biological Sciences,3.8,930,No,No,Yes,F,0,2,D,2.3,Y,No
272840,Biological Sciences,3.8,890,Yes,Yes,Yes,M,10,4,A+,2.3,Y,Yes
219214,Biological Sciences,3.75,920,Yes,No,Yes,F,10,4,A+,2.3,Y,Yes
176366,Biological Sciences,3.7,1100,Yes,Yes,Yes,F,7,4,A+,2.3,Y,Yes
176304,Biological Sciences,3.7,1150,Yes,Yes,No,M,8,9,A+,2.3,Y,Yes
180216,Biological Sciences,2.95,1020,Yes,Yes,No,M,0,9,D+,2.3,Y,Yes
280924,Biological Sciences,3.81,930,Yes,Yes,Yes,M,6,9,A+,2.35,N,No
66850,Biological Sciences,2.37,1180,Yes,Yes,No,M,0,2,F,2.35,N,No
123284,Biological Sciences,2.77,1060,Yes,Yes,No,F,0,2,F,2.35,N,No
225610,Biological Sciences,3.04,980,Yes,Yes,No,M,0,9,D-,2.35,Y,Yes
278726,Biological Sciences,3.81,1120,Yes,Yes,No,M,0,4,D+,2.37,Y,Yes
68828,Biological Sciences,2.31,1140,Yes,Yes,No,F,0,4,F,2.39,N,No
147024,Biological Sciences,3.68,1110,Yes,Yes,No,F,2,3,A-,2.4,N,No
68560,Biological Sciences,2.41,1200,Yes,Yes,No,M,0,1,D,2.4,N,No
69078,Biological Sciences,2.51,1230,Yes,Yes,No,F,6,2,D,2.4,N,No
163022,Biological Sciences,2.9,670,No,No,No,F,0,2,F,2.4,N,No
260408,Biological Sciences,3.09,700,No,No,No,M,0,2,F,2.4,N,No
68716,Biological Sciences,2.61,970,Yes,Yes,Yes,M,12,3,D,2.4,Y,Yes
264732,Biological Sciences,3.1,860,Yes,Yes,No,F,0,2,F,2.4,Y,Yes
269020,Biological Sciences,3.1,1040,Yes,No,No,F,0,2,F,2.4,Y,Yes
80284,Biological Sciences,2.5,1000,Yes,Yes,No,F,0,9,F,2.41,N,No
88322,Biological Sciences,2.58,1090,Yes,Yes,Yes,M,0,9,I,2.43,N,No
152626,Biological Sciences,2.88,1110,Yes,Yes,Yes,F,0,9,I,2.43,N,No
260488,Biological Sciences,3.09,1260,Yes,Yes,Yes,M,0,9,I,2.43,N,No
60786,Biological Sciences,4.15,1510,Yes,Yes,No,F,0,5,A-,2.45,N,No
264100,Biological Sciences,3.1,960,Yes,No,Yes,M,5,4,B+,2.45,Y,Yes
66876,Biological Sciences,2.37,1070,Yes,Yes,No,F,0,5,D,2.46,N,No
61254,Biological Sciences,3.59,1140,Yes,No,Yes,F,4,9,A,2.49,N,No
44476,Biological Sciences,3.59,1100,Yes,Yes,No,M,2,9,A+,2.49,N,No
174430,Biological Sciences,3.7,810,Yes,Yes,Yes,F,0,8,C,2.5,N,No
101848,Biological Sciences,3.63,850,Yes,Yes,No,F,8,7,C-,2.5,N,No
65206,Biological Sciences,4.22,1390,Yes,Yes,No,M,0,6,A,2.5,Y,No
281082,Biological Sciences,3.81,950,Yes,No,No,M,16,7,A-,2.5,Y,No
67514,Biological Sciences,3.6,1110,Yes,Yes,Yes,F,6,9,A+,2.5,Y,No
46426,Biological Sciences,4.12,1010,Yes,Yes,No,F,2,6,B+,2.5,Y,No
182680,Biological Sciences,3.71,1000,Yes,Yes,Yes,M,0,9,D,2.5,Y,No
52802,Biological Sciences,4.1,1300,Yes,No,Yes,F,5,6,A-,2.5,Y,Yes
58290,Biological Sciences,4.1,1420,Yes,Yes,No,M,7,6,A-,2.5,Y,Yes
165886,Biological Sciences,3.7,980,Yes,Yes,Yes,M,0,9,A+,2.5,Y,Yes
65554,Biological Sciences,3.59,960,Yes,Yes,Yes,M,0,6,C,2.5,Y,Yes
185662,Biological Sciences,2.96,1140,Yes,No,No,F,8,1,D,2.5,Y,Yes
33396,Biological Sciences,3.08,640,Yes,No,Yes,F,0,9,D,2.52,Y,No
75854,Biological Sciences,2.44,1050,Yes,No,No,F,0,4,F,2.52,Y,No
29384,Biological Sciences,3.05,530,Yes,Yes,No,M,0,2,I,2.52,Y,No
76960,Biological Sciences,3.6,1130,Yes,Yes,No,M,0,4,F,2.55,Y,No
116398,Biological Sciences,3.65,940,Yes,Yes,No,M,0,7,B-,2.58,N,No
108578,Biological Sciences,3.63,1070,Yes,Yes,No,F,0,10,A+,2.6,N,No
135192,Biological Sciences,3.66,880,Yes,Yes,No,F,0,10,B-,2.6,N,No
117794,Biological Sciences,3.65,970,Yes,Yes,Yes,F,0,4,C-,2.6,N,No
67772,Biological Sciences,3.6,980,Yes,Yes,Yes,F,0,4,C-,2.6,N,No
67858,Biological Sciences,3.6,810,Yes,Yes,Yes,F,6,4,D-,2.6,N,No
188570,Biological Sciences,3.72,770,Yes,Yes,Yes,F,0,4,I,2.6,N,No
144098,Biological Sciences,3.67,790,No,No,Yes,M,0,4,I,2.6,N,No
103406,Biological Sciences,3.63,890,Yes,Yes,No,M,8,10,A+,2.6,Y,No
67748,Biological Sciences,3.6,940,Yes,Yes,No,M,11,10,A+,2.6,Y,No
65644,Biological Sciences,3.59,1010,Yes,Yes,Yes,F,7,10,A+,2.6,Y,No
168932,Biological Sciences,3.7,1040,Yes,Yes,Yes,M,0,10,A+,2.6,Y,No
75276,Biological Sciences,3.6,1140,Yes,No,Yes,F,10,10,A+,2.6,Y,Yes
107846,Biological Sciences,3.63,880,Yes,Yes,Yes,M,0,4,C-,2.6,Y,Yes
73672,Biological Sciences,3.6,990,Yes,Yes,Yes,M,0,4,C-,2.6,Y,Yes
103126,Biological Sciences,2.68,1270,Yes,Yes,No,M,0,4,C+,2.69,N,No
199436,Biological Sciences,3.72,900,Yes,Yes,No,F,2,6,A,2.7,N,No
272824,Biological Sciences,3.8,920,Yes,No,No,F,6,7,A,2.7,Y,No
61840,Biological Sciences,4.1,1310,No,No,No,F,0,7,A,2.7,Y,No
61360,Biological Sciences,3.59,890,Yes,Yes,Yes,F,8,1,A-,2.7,Y,No
73880,Biological Sciences,3.6,940,Yes,No,Yes,M,11,10,A+,2.7,Y,No
78288,Biological Sciences,2.87,820,Yes,Yes,No,M,3,2,B,2.7,Y,No
162886,Biological Sciences,3.69,870,No,No,No,M,4,3,B+,2.7,Y,No
180958,Biological Sciences,3.05,790,No,No,No,F,7,5,A-,2.7,Y,No
32744,Biological Sciences,3.59,850,Yes,Yes,Yes,F,12,5,B,2.7,Y,No
129886,Biological Sciences,3.66,740,No,No,No,M,4,7,A,2.7,Y,Yes
263964,Biological Sciences,3.1,910,No,No,No,F,0,6,A-,2.7,Y,Yes
84044,Biological Sciences,3.54,1290,Yes,Yes,Yes,F,8,1,A+,2.7,Y,Yes
282576,Biological Sciences,3.81,920,Yes,No,No,F,11,10,A+,2.7,Y,Yes
271556,Biological Sciences,3.11,980,Yes,Yes,No,F,0,10,A+,2.7,Y,Yes
272270,Biological Sciences,3.8,880,Yes,Yes,No,M,0,10,B-,2.7,Y,Yes
170412,Biological Sciences,2.94,950,Yes,No,No,F,0,10,D-,2.7,Y,Yes
233368,Biological Sciences,3.05,1060,Yes,Yes,Yes,M,13,1,F,2.7,Y,Yes
66246,Biological Sciences,2.35,990,Yes,Yes,No,F,0,10,F,2.7,Y,Yes
244054,Biological Sciences,3.77,780,No,No,No,M,0,6,B+,2.72,N,No
129572,Biological Sciences,2.8,1140,Yes,Yes,No,F,0,4,C+,2.72,N,No
74606,Biological Sciences,3.6,980,Yes,No,No,M,10,1,W,2.72,Y,Yes
68860,Biological Sciences,2.41,1120,Yes,Yes,No,M,0,2,F,2.74,Y,No
34330,Biological Sciences,3.59,790,No,No,No,M,1,5,A-,2.75,N,No
74942,Biological Sciences,2.62,650,No,No,No,F,3,9,A-,2.75,Y,No
63796,Biological Sciences,3.59,930,Yes,Yes,No,M,6,6,C+,2.75,Y,No
218226,Biological Sciences,3.75,560,No,No,No,F,2,8,C+,2.75,Y,No
76498,Biological Sciences,3.6,800,Yes,Yes,Yes,M,12,6,D+,2.75,Y,Yes
77460,Biological Sciences,3.6,890,Yes,Yes,No,F,0,2,F,2.75,Y,Yes
186776,Biological Sciences,3.72,990,Yes,No,No,F,0,2,F,2.75,Y,Yes
69010,Biological Sciences,3.6,1060,Yes,Yes,No,F,0,2,F,2.75,Y,Yes
102408,Biological Sciences,3.63,900,Yes,Yes,Yes,F,8,1,W,2.75,Y,Yes
180858,Biological Sciences,2.95,1080,Yes,Yes,Yes,M,7,5,D+,2.77,Y,Yes
75712,Biological Sciences,3.61,800,Yes,Yes,Yes,F,10,6,A,2.78,Y,No
122988,Biological Sciences,3.65,930,Yes,Yes,Yes,F,0,1,W,2.79,N,No
166330,Biological Sciences,3.7,720,No,No,Yes,F,10,5,A,2.8,N,No
158466,Biological Sciences,3.68,930,No,No,No,M,0,5,A,2.8,N,No
240680,Biological Sciences,3.77,740,Yes,Yes,No,F,10,8,B-,2.8,N,No
151190,Biological Sciences,3.68,860,Yes,Yes,Yes,F,0,1,W,2.8,N,No
15936,Biological Sciences,3.03,530,No,No,Yes,M,0,1,W,2.8,N,No
262654,Biological Sciences,3.1,920,No,No,No,M,0,3,A,2.8,Y,No
170618,Biological Sciences,3.7,870,No,No,Yes,M,11,5,A,2.8,Y,No
67532,Biological Sciences,3.6,950,Yes,Yes,No,F,9,5,A+,2.8,Y,No
74770,Biological Sciences,3.6,1020,Yes,Yes,Yes,F,10,5,A+,2.8,Y,No
233380,Biological Sciences,3.05,910,No,No,No,M,9,3,A,2.8,Y,Yes
246444,Biological Sciences,3.08,760,No,No,No,F,0,4,A,2.8,Y,Yes
240740,Biological Sciences,3.77,820,No,No,No,M,0,8,A,2.8,Y,Yes
131972,Biological Sciences,3.66,830,Yes,Yes,Yes,F,8,1,W,2.8,Y,Yes
125344,Biological Sciences,3.65,1000,Yes,No,Yes,F,0,1,W,2.8,Y,Yes
267104,Biological Sciences,3.8,1080,Yes,Yes,Yes,M,8,1,W,2.85,Y,Yes
70286,Biological Sciences,3.6,940,Yes,Yes,Yes,F,0,5,A+,2.86,N,No
60506,Biological Sciences,3.59,1080,Yes,No,Yes,F,6,7,A-,2.86,Y,Yes
77020,Biological Sciences,3.6,1030,Yes,Yes,Yes,M,6,5,A+,2.87,N,No
183902,Biological Sciences,3.71,820,Yes,Yes,Yes,F,1,8,C+,2.87,N,No
153330,Biological Sciences,3.68,920,Yes,Yes,Yes,M,0,5,A+,2.9,N,No
97188,Biological Sciences,3.62,650,No,No,No,F,0,5,B,2.9,N,No
164008,Biological Sciences,3.69,990,Yes,Yes,No,F,9,5,A+,2.9,Y,Yes
97698,Biological Sciences,3.62,800,Yes,Yes,No,M,12,5,D,2.9,Y,Yes
66508,Biological Sciences,2.36,820,Yes,No,Yes,M,0,1,D+,2.9,Y,Yes
245896,Biological Sciences,3.77,1080,Yes,No,No,F,0,1,D+,2.9,Y,Yes
75020,Biological Sciences,3.6,770,No,No,Yes,M,6,6,I,2.9,Y,Yes
179954,Biological Sciences,3.7,880,Yes,Yes,Yes,M,6,5,D,2.92,N,No
76190,Biological Sciences,3.6,1070,Yes,Yes,Yes,M,0,7,A,2.94,N,No
283434,Biological Sciences,3.12,1010,Yes,Yes,No,F,0,10,W,3,N,No
62586,Biological Sciences,4.14,1570,Yes,Yes,No,F,7,8,B,3,Y,No
222896,Biological Sciences,3.75,840,No,No,No,M,0,7,A,3,Y,Yes
159050,Biological Sciences,3.68,720,Yes,Yes,No,M,0,5,A-,3,Y,Yes
137478,Biological Sciences,3.66,1140,Yes,No,No,M,2,7,A-,3,Y,Yes
132038,Biological Sciences,3.66,820,Yes,Yes,Yes,M,0,5,B,3,Y,Yes
63006,Biological Sciences,3.59,600,No,No,No,F,2,6,B,3,Y,Yes
69428,Biological Sciences,2.53,610,No,No,No,F,0,3,B+,3,Y,Yes
166882,Biological Sciences,2.92,1260,Yes,Yes,Yes,M,0,6,C,3,Y,Yes
166856,Biological Sciences,3.7,850,Yes,Yes,Yes,M,0,7,C-,3,Y,Yes
173918,Biological Sciences,3.7,950,Yes,No,Yes,M,6,7,C-,3,Y,Yes
256904,Biological Sciences,3.79,1060,Yes,No,No,F,12,7,C-,3,Y,Yes
67638,Biological Sciences,3.6,720,Yes,Yes,No,M,8,7,C-,3,Y,Yes
268944,Biological Sciences,3.1,750,Yes,No,Yes,F,0,10,C+,3,Y,Yes
63586,Biological Sciences,3.59,870,Yes,Yes,Yes,F,15,7,C+,3,Y,Yes
126046,Biological Sciences,3.65,850,Yes,Yes,No,M,7,5,D,3,Y,Yes
282524,Biological Sciences,3.12,1050,Yes,Yes,No,M,0,2,I,3,Y,Yes
183674,Biological Sciences,3.71,1030,Yes,Yes,Yes,M,0,1,I,3,Y,Yes
176496,Biological Sciences,3.72,640,No,No,Yes,F,4,7,I,3,Y,Yes
279960,Biological Sciences,3.12,970,Yes,Yes,No,F,0,4,W,3,Y,Yes
282994,Biological Sciences,3.81,1080,Yes,Yes,Yes,M,10,5,A+,3,Y,Yes
159242,Biological Sciences,2.9,770,Yes,Yes,Yes,M,7,6,C,3,Y,Yes
165838,Biological Sciences,2.91,1050,Yes,Yes,Yes,F,0,1,I,3,Y,Yes
270410,Biological Sciences,3.1,1100,Yes,No,No,F,0,3,W,3,Y,Yes
138472,Biological Sciences,3.66,730,No,No,No,F,7,5,A,3.05,N,No
265166,Biological Sciences,3.8,840,No,No,Yes,F,4,6,A,3.05,N,No
112812,Biological Sciences,3.64,1100,Yes,Yes,No,M,10,2,A+,3.05,N,No
70062,Biological Sciences,3.6,970,Yes,Yes,Yes,F,1,5,A+,3.05,N,No
70328,Biological Sciences,3.6,1220,Yes,Yes,No,F,0,5,A+,3.05,N,No
206128,Biological Sciences,3.73,820,Yes,Yes,Yes,F,9,4,B,3.05,N,No
234654,Biological Sciences,3.77,720,Yes,Yes,No,F,14,10,B,3.05,N,No
202666,Biological Sciences,3.73,900,Yes,Yes,No,M,0,7,B+,3.05,N,No
123026,Biological Sciences,3.65,590,Yes,No,Yes,M,4,7,C,3.05,N,No
65342,Biological Sciences,3.59,670,Yes,Yes,No,F,8,5,C-,3.05,N,No
138776,Biological Sciences,2.84,970,Yes,No,Yes,M,0,5,I,3.05,N,No
282478,Biological Sciences,3.12,1230,Yes,Yes,No,M,0,3,W,3.05,N,No
78828,Biological Sciences,3.6,850,Yes,Yes,No,M,8,2,I,3.05,Y,No
75010,Biological Sciences,3.6,1050,Yes,No,No,F,12,2,I,3.05,Y,No
67364,Biological Sciences,2.38,590,No,No,Yes,F,0,5,I,3.05,Y,No
144768,Biological Sciences,3.67,910,Yes,No,No,F,0,9,B-,3.05,Y,Yes
235756,Biological Sciences,3.77,910,Yes,Yes,No,F,8,9,B-,3.05,Y,Yes
261476,Biological Sciences,3.8,920,Yes,Yes,Yes,F,14,6,A+,3.08,Y,Yes
174638,Biological Sciences,3.7,940,Yes,No,Yes,F,9,2,I,3.08,Y,Yes
240788,Biological Sciences,3.77,1060,Yes,No,Yes,M,6,2,I,3.1,N,No
97226,Biological Sciences,3.62,770,No,No,Yes,F,9,3,A-,3.1,Y,Yes
181030,Biological Sciences,3.71,840,No,No,No,M,10,5,A-,3.1,Y,Yes
272522,Biological Sciences,3.8,1080,Yes,Yes,Yes,F,0,2,A+,3.1,Y,Yes
114450,Biological Sciences,3.65,950,Yes,Yes,Yes,M,2,5,A+,3.1,Y,Yes
122332,Biological Sciences,3.65,980,Yes,No,Yes,F,0,5,A+,3.1,Y,Yes
100806,Biological Sciences,3.63,970,Yes,No,No,M,8,7,B+,3.1,Y,Yes
281320,Biological Sciences,3.81,960,Yes,Yes,No,M,7,2,I,3.1,Y,Yes
161304,Biological Sciences,3.69,1010,Yes,Yes,Yes,M,2,5,A+,3.14,N,No
175860,Biological Sciences,3.7,1080,Yes,Yes,No,M,14,5,A+,3.15,N,No
94844,Biological Sciences,3.62,1200,Yes,Yes,No,F,0,7,B+,3.15,N,No
190064,Biological Sciences,3.72,870,No,No,No,F,0,5,B+,3.19,N,No
155642,Biological Sciences,3.68,1160,Yes,Yes,Yes,F,0,6,I,3.19,N,No
249806,Biological Sciences,3.78,700,Yes,Yes,No,F,12,7,A,3.2,N,No
68012,Biological Sciences,3.6,820,No,No,Yes,F,7,7,A,3.2,N,No
95798,Biological Sciences,3.62,1140,Yes,Yes,No,F,0,7,A,3.2,N,No
88612,Biological Sciences,2.68,1170,Yes,Yes,No,F,0,7,A,3.2,N,No
118642,Biological Sciences,3.65,840,Yes,Yes,Yes,F,0,3,A-,3.2,N,No
74134,Biological Sciences,3.6,770,No,No,Yes,M,2,6,I,3.2,N,No
153424,Biological Sciences,3.68,680,No,No,Yes,F,18,7,A,3.2,Y,No
126336,Biological Sciences,3.65,800,No,No,Yes,F,8,7,A,3.2,Y,No
136082,Biological Sciences,3.66,870,No,No,Yes,F,0,7,A,3.2,Y,No
74246,Biological Sciences,3.6,900,No,No,Yes,M,12,7,A,3.2,Y,No
115556,Biological Sciences,2.85,1160,Yes,Yes,No,M,0,7,A,3.2,Y,No
67764,Biological Sciences,3.6,810,No,No,Yes,F,4,6,A+,3.2,Y,Yes
74760,Biological Sciences,3.6,820,Yes,Yes,No,M,7,6,A+,3.2,Y,Yes
74296,Biological Sciences,3.6,1120,Yes,No,No,F,0,6,A+,3.2,Y,Yes
73748,Biological Sciences,3.6,1280,Yes,Yes,Yes,M,11,6,A+,3.2,Y,Yes
137298,Biological Sciences,3.66,820,Yes,No,No,F,0,10,B-,3.2,Y,Yes
209392,Biological Sciences,3.74,920,No,No,Yes,M,0,2,I,3.2,Y,Yes
270136,Biological Sciences,3.8,1030,Yes,Yes,Yes,M,0,2,I,3.2,Y,Yes
61172,Biological Sciences,3.59,880,Yes,Yes,Yes,F,12,6,A,3.2,Y,Yes
74884,Biological Sciences,3.6,660,No,No,Yes,F,9,7,A,3.2,Y,Yes
124316,Biological Sciences,3.65,780,No,No,No,M,0,7,A,3.2,Y,Yes
77780,Biological Sciences,3.6,930,No,No,Yes,F,0,7,A,3.2,Y,Yes
123766,Biological Sciences,3.65,930,No,No,Yes,F,0,7,A,3.2,Y,Yes
151246,Biological Sciences,3.68,940,No,No,Yes,M,9,7,A,3.2,Y,Yes
78408,Biological Sciences,3.6,980,Yes,Yes,Yes,M,13,6,A+,3.2,Y,Yes
67100,Biological Sciences,3.6,1050,Yes,Yes,No,M,6,6,A+,3.2,Y,Yes
61762,Biological Sciences,3.59,750,No,No,No,M,2,6,B+,3.2,Y,Yes
251240,Biological Sciences,3.08,930,Yes,No,Yes,F,0,2,I,3.2,Y,Yes
66550,Biological Sciences,3.6,990,Yes,Yes,No,M,12,6,W,3.2,Y,Yes
80460,Biological Sciences,2.6,900,No,No,No,F,0,2,W,3.25,N,No
189456,Biological Sciences,3.72,990,Yes,No,No,F,0,7,B+,3.25,Y,No
65838,Biological Sciences,3.59,740,No,No,Yes,F,10,10,B-,3.25,Y,Yes
198162,Biological Sciences,3.72,950,Yes,Yes,No,M,0,7,B+,3.25,Y,Yes
231566,Biological Sciences,3.76,550,No,No,No,F,0,9,I,3.3,N,No
159128,Biological Sciences,3.68,860,No,No,No,F,10,9,A-,3.3,Y,No
181308,Biological Sciences,3.71,970,Yes,No,Yes,F,10,6,A+,3.3,Y,No
273658,Biological Sciences,3.11,900,No,No,No,F,7,7,A,3.3,Y,Yes
67314,Biological Sciences,3.6,950,Yes,Yes,No,F,5,7,A,3.3,Y,Yes
272834,Biological Sciences,3.8,720,No,No,No,F,12,9,A,3.3,Y,Yes
117224,Biological Sciences,3.65,1120,Yes,No,Yes,F,0,6,A+,3.3,Y,Yes
148314,Biological Sciences,3.68,940,No,No,Yes,F,6,6,A+,3.33,N,No
152684,Biological Sciences,3.68,840,Yes,Yes,Yes,F,13,6,A+,3.33,Y,Yes
199680,Biological Sciences,3.3,1110,Yes,No,No,F,0,10,A+,3.35,Y,Yes
173158,Biological Sciences,3.7,1200,Yes,Yes,Yes,M,2,6,A+,3.4,N,No
196140,Biological Sciences,3.72,540,Yes,Yes,Yes,M,2,7,B+,3.4,N,No
67860,Biological Sciences,3.6,550,Yes,No,Yes,F,9,7,C+,3.4,N,No
91952,Biological Sciences,3.62,810,No,No,Yes,M,1,3,A,3.4,Y,No
178446,Biological Sciences,3.7,1020,Yes,Yes,Yes,M,0,6,A+,3.4,Y,No
165716,Biological Sciences,3.7,1030,Yes,No,No,F,0,6,A+,3.4,Y,No
116882,Biological Sciences,3.65,1050,Yes,Yes,No,M,0,9,A+,3.4,Y,No
77838,Biological Sciences,3.6,1140,Yes,No,No,M,0,9,A+,3.4,Y,Yes
69646,Biological Sciences,3.6,1010,Yes,Yes,Yes,M,4,5,A,3.43,N,No
118820,Biological Sciences,3.65,940,No,No,Yes,M,7,6,A,3.45,Y,No
222606,Biological Sciences,3.75,1000,Yes,No,No,F,8,6,A+,3.45,Y,No
68658,Biological Sciences,3.6,1110,Yes,Yes,Yes,F,5,6,A,3.45,Y,Yes
238914,Biological Sciences,3.77,1150,Yes,Yes,Yes,F,3,6,A,3.45,Y,Yes
191786,Biological Sciences,3.72,970,Yes,No,Yes,M,3,9,A,3.45,Y,Yes
137428,Biological Sciences,2.83,1060,Yes,Yes,Yes,M,10,6,B,3.45,Y,Yes
278974,Biological Sciences,3.81,1090,Yes,No,Yes,M,12,7,A,3.45,Y,Yes
199080,Biological Sciences,3.72,960,Yes,No,Yes,F,3,9,A,3.45,Y,Yes
276922,Biological Sciences,3.12,970,Yes,No,No,M,0,5,A-,3.45,Y,Yes
256850,Biological Sciences,3.09,1020,Yes,No,No,F,0,5,A-,3.45,Y,Yes
281706,Biological Sciences,3.12,1080,Yes,No,No,F,0,5,A-,3.45,Y,Yes
188418,Biological Sciences,3.72,980,Yes,Yes,No,F,0,6,A+,3.45,Y,Yes
110788,Biological Sciences,2.72,1140,Yes,Yes,No,F,7,6,A+,3.45,Y,Yes
238122,Biological Sciences,3.77,1000,Yes,Yes,No,F,0,6,A+,3.46,N,No
67288,Biological Sciences,3.6,910,No,No,Yes,M,0,7,A,3.5,N,No
212728,Biological Sciences,3.75,800,No,No,No,F,2,3,A-,3.5,N,No
168594,Biological Sciences,3.7,770,No,No,No,M,8,5,A-,3.5,N,No
183408,Biological Sciences,3.71,1000,Yes,Yes,No,M,0,7,B+,3.5,N,No
85948,Biological Sciences,3.61,1060,Yes,Yes,Yes,M,8,7,C-,3.5,N,No
65448,Biological Sciences,3.59,880,Yes,Yes,Yes,M,6,6,C-,3.5,N,No
97158,Biological Sciences,3.62,810,No,No,No,M,4,6,A-,3.5,Y,No
278022,Biological Sciences,3.12,1100,Yes,No,Yes,M,6,6,A+,3.5,Y,No
77812,Biological Sciences,3.6,1170,Yes,Yes,No,M,0,6,A+,3.5,Y,No
101524,Biological Sciences,3.63,860,Yes,Yes,Yes,M,0,6,A+,3.5,Y,Yes
