Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
3/30/2016,PerthAirport,12.8,30.6,0,7,11.1,SW,33,NE,E,13,11,50,27,1023.1,1018,3,0,22.8,30.2,No
3/31/2016,PerthAirport,11.8,26.4,0,7,10.3,SW,39,S,SW,19,24,63,52,1016.4,1014.7,7,3,20.3,24.3,No
4/1/2016,PerthAirport,14.2,26,0,6,8.1,SW,39,N,SW,9,20,65,50,1018.2,1016.8,3,2,21.7,25.4,No
4/2/2016,PerthAirport,12.9,30.8,0,4,9.9,ENE,33,E,ESE,22,7,61,28,1022.7,1018.8,1,2,20.8,30,No
4/3/2016,PerthAirport,14.9,33.9,0,6.4,10.5,NE,33,ENE,W,20,17,48,21,1020.8,1016.5,1,4,24,33.7,No
4/4/2016,PerthAirport,13.2,26.3,0,5.2,4.3,SW,41,SSW,SW,22,30,74,54,1018.1,1015.7,7,7,21.4,25,No
4/5/2016,PerthAirport,13,22.1,0,6.2,10.5,SE,44,SSE,SE,22,24,50,27,1024.8,1022.9,1,0,16.9,21.6,No
4/6/2016,PerthAirport,9.2,24.3,0,5.8,10.4,SSE,44,ENE,SE,24,28,46,28,1029.1,1025.3,1,1,17.3,23.5,No
4/7/2016,PerthAirport,13.8,24.9,0,6.4,8.3,E,46,E,ESE,30,13,56,30,1025.8,1021.3,8,7,16.9,24.6,No
4/8/2016,PerthAirport,14.5,27.4,0,4,6.3,ENE,39,ENE,NNE,24,13,46,38,1019.2,1016.4,7,5,18.7,25.7,No
4/9/2016,PerthAirport,16.8,24.6,0,5.8,2.6,ESE,52,ENE,ESE,15,17,65,55,1020,1018,8,6,18.5,23.6,No
4/10/2016,PerthAirport,17.3,26.5,3.6,2.4,7.5,E,69,E,E,43,33,63,50,1020.3,1018.6,2,2,20.4,25.7,Yes
4/11/2016,PerthAirport,19.8,23.6,0,5.8,0.5,ENE,54,ENE,NE,33,28,60,89,1021.1,1022.1,7,7,23.3,19.7,No
4/12/2016,PerthAirport,18.8,24.9,6,1.6,0.8,WNW,30,NNE,W,13,15,92,71,1022,1018.6,7,7,20.6,24.4,Yes
4/13/2016,PerthAirport,19.9,25.4,1.8,0.8,5.5,WSW,31,WSW,SW,9,20,87,64,1020.3,1018.5,7,4,21.3,25.1,Yes
4/14/2016,PerthAirport,12.7,23.5,0,4,5.6,SSW,33,NNE,SW,7,22,77,64,1022.7,1021.7,5,6,20,22.4,No
4/15/2016,PerthAirport,13,25.9,0,3.4,10.5,NE,44,E,E,24,24,61,45,1025.4,1021.7,2,6,20.9,25.3,No
4/16/2016,PerthAirport,17.7,32.7,0,6.8,7.7,E,57,NE,WNW,24,19,58,36,1018.2,1014.6,7,7,22.5,29.6,No
4/17/2016,PerthAirport,17.7,24.5,1,4,0,NW,33,NNE,NW,15,22,96,73,1017.1,1014.6,7,7,19.1,23.9,No
4/18/2016,PerthAirport,14.1,23.2,0.4,0.2,0.5,SW,28,ENE,W,7,15,91,63,1016.6,1013.9,7,8,18.8,21.3,No
4/19/2016,PerthAirport,15.8,24.6,25.6,1,10.1,E,37,SSW,WSW,7,22,84,59,1015.1,1015,3,2,19.8,23.7,Yes
4/20/2016,PerthAirport,11.6,25.1,0,4,10.5,SW,33,E,S,13,13,69,46,1024.4,1023.3,1,3,18.9,24.2,No
4/21/2016,PerthAirport,12.5,25.2,0,3.6,10.5,ENE,44,ENE,ESE,28,20,64,42,1029,1025.5,1,1,18.2,24.6,No
4/22/2016,PerthAirport,14.7,26.3,0,5,8.8,ENE,43,ENE,ENE,28,22,55,37,1027.5,1023.3,5,7,19.6,25.2,No
4/23/2016,PerthAirport,16.3,29.6,0,4.8,10.1,NE,37,NE,NNE,24,13,43,28,1021.4,1016.8,2,2,22.4,28.9,No
4/24/2016,PerthAirport,15.4,27,0,4.2,5.9,WNW,37,NW,W,7,15,53,60,1015.1,1013.9,8,7,20.9,25.7,No
4/25/2016,PerthAirport,18.7,21,3,2.4,0,SW,30,NNW,NW,13,11,96,80,1014.2,1012.6,7,8,19.7,20.7,Yes
4/26/2016,PerthAirport,16.8,20.8,13,3,4.9,,,W,WSW,26,22,82,66,1010.2,1012,7,6,17.5,17.6,Yes
4/27/2016,PerthAirport,9.9,18.6,2.4,1.6,6.4,W,31,NE,SW,9,7,80,52,1018.6,1016.5,6,2,13.6,18,Yes
4/28/2016,PerthAirport,9.5,20.6,0.6,2.6,5.2,W,56,NE,W,11,28,88,67,1016,1013.5,4,4,14.6,19.3,No
4/29/2016,PerthAirport,10.8,21.1,2,1.8,5,SW,54,NNE,W,11,28,86,45,1016.2,1014.4,7,5,15.4,20.2,Yes
4/30/2016,PerthAirport,11,19.6,2.2,2.8,5.5,SSE,35,SSE,S,13,17,62,41,1021.1,1019.8,7,5,14.9,18.9,Yes
5/1/2016,PerthAirport,9.6,19.1,0,3.6,2.9,SSE,28,E,S,13,15,53,47,1023.7,1020.8,7,7,15.7,18.7,No
5/2/2016,PerthAirport,8,21.1,0,3.6,5.8,WNW,30,N,W,11,15,76,69,1022.3,1020.2,2,5,14.4,19.9,No
5/3/2016,PerthAirport,7.5,21,0,2.6,3.3,S,26,SSE,SSE,9,9,82,57,1022.6,1019.7,5,7,15.4,20.4,No
5/4/2016,PerthAirport,10,22,0,1.4,4.7,WSW,31,NNE,W,9,20,80,55,1018.1,1014.5,7,1,15.5,21.2,No
5/5/2016,PerthAirport,11.8,21.6,0.2,2.2,2.8,SSW,28,NNE,SSW,9,13,86,65,1016.6,1013.6,7,7,15.5,19.9,No
5/6/2016,PerthAirport,12.7,20.2,0.2,1.8,5.3,W,30,SW,W,6,17,89,60,1013.1,1008,7,3,15.7,20.1,No
5/7/2016,PerthAirport,10.8,18.8,13.2,2,8.1,SSW,59,SW,SW,6,39,82,56,1008.6,1009.8,2,2,15.3,18.3,Yes
5/8/2016,PerthAirport,3.1,17.4,0.8,2.8,9.2,S,43,S,SW,2,19,73,42,1019.9,1019,1,6,11.4,16.5,No
5/9/2016,PerthAirport,3.6,20.9,0,3,8.9,SSE,30,N,S,4,13,62,45,1025.5,1023.9,1,3,14.9,20.8,No
5/10/2016,PerthAirport,6.6,22.9,0,2.4,9.6,N,28,NE,S,11,11,76,42,1029.1,1026,1,5,14.9,22.3,No
5/11/2016,PerthAirport,8.6,25.8,0,2.6,9.6,ENE,31,NE,WSW,15,15,58,39,1024.8,1020.7,0,0,16.7,24,No
5/12/2016,PerthAirport,6.9,26.2,0,4,9.7,NNE,33,NNE,W,15,19,47,40,1016.8,1014.3,0,1,16.3,23.2,No
5/13/2016,PerthAirport,8.8,22.9,0,2.4,9.2,NW,37,N,NW,13,26,82,52,1016.4,1014.3,1,3,14.8,22,No
5/14/2016,PerthAirport,13.8,22.6,3.8,0.8,6.8,SW,37,NE,WSW,11,20,95,49,1018.9,1018.4,7,2,16.9,21.2,Yes
5/15/2016,PerthAirport,8.7,21.8,0.2,2.4,7.1,W,50,N,WNW,13,24,84,57,1019,1017.2,4,3,14.1,20.3,No
5/16/2016,PerthAirport,8.2,21,1.2,2.2,9.2,NNE,22,NNE,NNW,11,15,70,41,1022.1,1018.7,1,1,14.5,20.5,Yes
5/17/2016,PerthAirport,7.5,21.6,0,2.6,4.5,NW,24,N,WSW,13,17,77,57,1021.9,1020.9,7,3,12.8,20.4,No
5/18/2016,PerthAirport,11.9,22.8,2.4,1,5.5,SW,24,NNE,WSW,9,13,91,61,1023.7,1020.8,5,5,16,21.2,Yes
5/19/2016,PerthAirport,12.3,19.3,0,1.6,0,ESE,17,,S,0,7,88,67,1019.4,1015.5,7,7,15.2,19.2,No
5/20/2016,PerthAirport,8.6,22,0,2.8,8.5,NW,31,NE,NW,17,17,74,53,1013,1008.2,1,5,15.9,21.3,No
5/21/2016,PerthAirport,14.8,17.2,36.6,4.2,2.6,WSW,85,NW,W,19,37,96,41,996.7,1001.7,8,5,16,16,Yes
5/22/2016,PerthAirport,9.5,19.4,13.8,3.8,6.9,WNW,44,NNE,WNW,13,24,88,57,1017.3,1018.7,3,4,13.2,18.8,Yes
5/23/2016,PerthAirport,10.3,20.3,5,1.8,6.7,NNE,44,NNE,N,11,30,88,43,1020.1,1012.4,7,2,13,19.9,Yes
5/24/2016,PerthAirport,13,19.4,19.8,2.8,6.1,NW,98,WSW,SW,17,30,77,69,1006.9,1008.3,7,7,16.6,16.2,Yes
5/25/2016,PerthAirport,9.9,18.9,2.2,2.8,7.5,W,35,NNE,WNW,15,20,89,52,1012.4,1011.6,6,5,13.1,18.5,Yes
5/26/2016,PerthAirport,11.5,19.1,2.8,2,4.7,SW,37,ENE,SW,6,20,91,56,1017.5,1019.2,7,7,14.8,18.4,Yes
5/27/2016,PerthAirport,8.2,20.7,0.4,1.6,9.1,NNE,31,ENE,NNE,17,17,70,38,1022.9,1018.3,1,1,12.6,20.2,No
5/28/2016,PerthAirport,11.4,20,3,1.8,7.2,SW,44,SW,SW,9,26,82,46,1014.9,1014.3,1,2,15.9,19.7,Yes
5/29/2016,PerthAirport,9.4,18.7,0.4,4.6,4.4,E,26,ENE,SSW,13,4,74,52,1019.6,1017.6,4,7,14,17.9,No
5/30/2016,PerthAirport,9.9,19.6,0,1.2,9.2,E,33,ENE,E,17,2,59,43,1020.2,1017.4,1,1,13,19.2,No
5/31/2016,PerthAirport,8,20.8,0,2.2,9.2,NE,30,NE,S,13,15,60,37,1021.4,1019,1,6,12.6,20.4,No
6/1/2016,PerthAirport,6,21.3,0,2.4,9,NE,37,S,E,7,17,57,37,1023,1019.9,1,0,14.4,20.8,No
6/2/2016,PerthAirport,9.8,21.6,0,3.6,9.2,E,50,ENE,ENE,28,26,57,36,1020.8,1015.9,0,0,12.8,21.3,No
6/3/2016,PerthAirport,12.7,24.7,0,4,8,NNE,39,NE,WNW,17,24,56,65,1012.9,1010.4,6,6,17.5,21.7,No
6/4/2016,PerthAirport,14,17.6,8.8,2,5.3,SSW,37,S,S,13,20,83,55,1015.7,1015.5,7,7,14.8,16.3,Yes
6/5/2016,PerthAirport,9.3,18.5,0,2,3.9,ENE,37,ENE,NNE,26,9,65,53,1016.9,1013.8,5,2,11,16.6,No
6/6/2016,PerthAirport,6.4,17,0,2.8,2.7,WSW,52,ENE,NNE,17,19,83,89,1011.1,1006.8,2,6,10.6,15.7,No
6/7/2016,PerthAirport,10.5,15,16.8,2,3.3,SSW,56,S,SSW,11,39,89,53,1010.7,1013,7,6,11,13.1,Yes
6/8/2016,PerthAirport,3.3,15.2,0.4,1.8,8.4,S,52,SSW,S,9,31,75,42,1025.6,1024.9,2,2,9.6,14.8,No
6/9/2016,PerthAirport,7.7,16.3,0,1.8,3.2,N,28,NNE,NNW,11,13,69,58,1028.4,1026,7,5,10.2,15.9,No
6/10/2016,PerthAirport,9.6,17.5,1,1.2,2.6,,,NNE,NNE,11,17,94,81,1027.1,1025.9,8,7,12.2,16.5,No
6/11/2016,PerthAirport,9.5,19.7,1.4,0.6,6,NNE,44,NNE,NNE,17,13,60,53,1026.4,1022.4,6,7,14.9,18,Yes
6/12/2016,PerthAirport,11.6,21.3,0,2.8,5.1,N,50,NNE,N,19,26,50,45,1019.4,1013.6,3,7,15.1,19.5,No
6/13/2016,PerthAirport,11.6,18.4,21.4,3.2,6.6,SSW,31,NE,WSW,7,15,95,58,1015.6,1016.1,6,5,12,18.1,Yes
6/14/2016,PerthAirport,10.8,19.9,0,1.8,4.5,SSE,35,S,SSE,11,19,99,58,1022.8,1020.6,8,7,11.3,18.3,No
6/15/2016,PerthAirport,7.9,19.1,0,1.6,8.2,WSW,24,WNW,WSW,9,11,90,55,1022.6,1020,1,5,12.1,18.6,No
6/16/2016,PerthAirport,8.8,19.7,0,3.2,5.7,ESE,31,ENE,W,6,11,88,57,1021.9,1019.2,7,6,12.2,19.1,No
6/17/2016,PerthAirport,10.5,17.1,0,0.8,9.2,E,37,ENE,E,13,20,72,62,1023.1,1021.7,1,2,12.8,14.8,No
6/18/2016,PerthAirport,7,19.6,0,2.2,9.2,NNE,37,NE,NNE,20,17,66,48,1021.9,1016.8,1,1,12.8,19.2,No
6/19/2016,PerthAirport,8,20.1,0,2,2.2,NNW,43,N,NNW,19,30,62,69,1011.7,1008.6,7,7,15,19.5,No
6/20/2016,PerthAirport,11.7,16.8,9,1.2,0,SSW,30,S,W,7,15,97,89,1010.6,1009.2,8,8,13.9,15.3,Yes
6/21/2016,PerthAirport,7.2,16.9,5.2,1.4,7.1,S,31,E,S,9,13,77,48,1016.7,1015.8,1,6,12,16.7,Yes
6/22/2016,PerthAirport,9,18.8,1,1.8,4.2,SW,50,NE,SW,11,26,94,50,1017.8,1016.2,8,7,10.7,18,No
6/23/2016,PerthAirport,9,17.1,2.8,1.4,1.8,S,26,NE,SSW,4,13,90,52,1021.7,1020.3,5,7,12,15.8,Yes
6/24/2016,PerthAirport,10.7,17.2,0,4.2,3.4,NE,30,NNE,N,11,13,61,49,1020.9,1017.4,7,7,12.5,16.8,No
6/25/2016,PerthAirport,7.9,17.3,4,1,5.7,SSW,39,N,S,11,30,94,47,1019.7,1020.4,7,2,10.7,16.6,Yes
6/26/2016,PerthAirport,4.5,18.6,2.2,0.4,8.8,N,26,N,NW,9,13,69,43,1026.2,1022.7,1,1,9.2,17.7,Yes
6/27/2016,PerthAirport,6.6,17.5,0,1.4,9,N,41,NNE,N,15,19,60,40,1021.3,1016.1,6,0,11.1,17.2,No
6/28/2016,PerthAirport,7.5,18.2,0.2,2.2,2.2,NW,37,N,W,20,13,69,90,1013.2,1011.5,5,7,14.4,16.2,No
6/29/2016,PerthAirport,10.1,19.6,12.2,2.4,6.8,SW,35,N,SW,9,20,96,55,1018.2,1019.1,6,4,12.7,17.8,Yes
6/30/2016,PerthAirport,4.6,18.1,0,2.4,9.3,SSE,26,,SSW,0,15,80,41,1027.4,1024.9,1,1,11.8,17.6,No
7/1/2016,PerthAirport,5.4,19.5,0,2,9.3,E,24,NNE,ENE,9,9,70,38,1029,1025.2,0,0,9.5,18.7,No
7/2/2016,PerthAirport,8.2,21.1,0,2.6,5.5,NE,37,ENE,SW,15,11,58,44,1024.9,1021,0,6,12.1,20.2,No
7/3/2016,PerthAirport,4.9,16.9,0,3,5.3,ESE,39,NE,SSE,9,22,86,53,1024.1,1024,5,4,10.5,15.8,No
7/4/2016,PerthAirport,4.3,14.5,0,0.6,7.6,ENE,50,ESE,E,13,30,64,49,1030.5,1027.1,6,6,8.2,14,No
7/5/2016,PerthAirport,8,16.7,0,2.2,3.8,ENE,48,E,E,24,22,65,55,1025.3,1022.1,7,4,10.1,15.4,No
7/6/2016,PerthAirport,8,17.6,0,2.2,8,ENE,39,ENE,NNE,28,13,68,51,1022.1,1018.8,7,3,9.3,17.1,No
7/7/2016,PerthAirport,9.3,15.5,0,2.4,0.4,N,30,NNE,NNE,20,19,74,68,1019.5,1015.5,7,7,11.3,15.3,No
7/8/2016,PerthAirport,11.3,17,12.4,1.6,5.3,WSW,39,SW,WSW,17,22,81,51,1010,1006.5,7,5,14.2,16.1,Yes
7/9/2016,PerthAirport,7.5,13.5,19.6,3,3.1,WNW,50,S,W,22,9,79,89,1008,1008.8,6,7,9.9,9.3,Yes
7/10/2016,PerthAirport,8.4,17,27.4,4,6.4,SW,41,ENE,WSW,2,26,96,50,1014,1014.5,6,5,10.6,16.4,Yes
7/11/2016,PerthAirport,5.5,16.8,0.6,3.2,7.8,S,44,N,SSW,9,22,93,54,1022.6,1022.5,1,5,9.9,15.2,No
7/12/2016,PerthAirport,3.4,14.3,0,1.2,7.3,E,37,ENE,ENE,7,17,75,43,1030.7,1029.2,7,4,8.1,13.5,No
7/13/2016,PerthAirport,1.3,16.2,0,1.6,9.4,NNE,37,NE,NE,20,13,59,40,1030.4,1025.5,6,2,9.3,15.8,No
7/14/2016,PerthAirport,6.1,18.3,0,2,7.6,NNE,61,NNE,NNE,33,30,46,41,1021,1016.3,1,2,11.7,17.9,No
7/15/2016,PerthAirport,11.6,22.1,0,3.2,1.8,N,37,NNE,NW,24,19,44,37,1017.5,1015.1,7,7,15.7,21.6,No
7/16/2016,PerthAirport,15.2,20.7,0,2.6,0.7,NW,52,N,NNW,17,26,62,72,1013,1007.6,7,7,16.1,20.6,No
7/17/2016,PerthAirport,13.4,19,36.2,3,5.3,WNW,46,WNW,NW,20,24,74,52,1010.8,1010.3,5,6,15.3,16.9,Yes
7/18/2016,PerthAirport,7.4,18.2,10,3,9.2,SSW,33,S,SSW,15,20,83,45,1020.4,1019.8,1,2,11,16.9,Yes
7/19/2016,PerthAirport,3.1,17.6,0,4.4,8,NE,24,NE,NE,17,9,76,51,1024.2,1020.3,1,2,9.5,15.9,No
7/20/2016,PerthAirport,4.9,18.4,0,1.6,8.5,N,33,NNE,NW,13,17,65,44,1017.5,1012.7,1,3,9.9,18,No
7/21/2016,PerthAirport,8.7,14.9,13.8,2.2,4,WSW,54,S,W,20,26,88,44,1012.5,1013.7,7,7,9.5,14,Yes
7/22/2016,PerthAirport,6.2,15.6,3.6,2,9.4,SW,35,SSE,S,15,15,61,40,1023.5,1022.9,1,1,11.4,15,Yes
7/23/2016,PerthAirport,5.9,16.7,0,2.4,5,WSW,44,NNE,SSW,11,24,73,92,1024,1022.3,4,5,10.1,12.8,No
7/24/2016,PerthAirport,0.9,15.3,0.2,1.8,8.8,S,33,SSE,S,13,15,73,48,1029.2,1026.1,1,1,6.9,14.6,No
7/25/2016,PerthAirport,5.3,16.8,0,1.2,8.2,SE,28,ENE,ESE,13,6,70,49,1028.7,1026.6,1,6,11.8,16.4,No
7/26/2016,PerthAirport,4.2,18.9,0,1.6,8.7,S,30,NNE,SSW,7,15,81,51,1029.3,1026.9,3,3,8.7,18.2,No
7/27/2016,PerthAirport,5.4,18.9,0,2.2,5,ENE,31,ENE,NNE,13,13,79,50,1027,1023,7,7,10.2,18.2,No
7/28/2016,PerthAirport,9.3,21.6,0,1.4,4.6,NNE,22,NE,WSW,7,9,61,35,1022.6,1019,6,5,15.3,21,No
7/29/2016,PerthAirport,12.3,22.6,0,1.8,3.5,NNW,72,NNE,NW,17,43,67,63,1015.7,1011.6,7,7,16.2,22,No
7/30/2016,PerthAirport,11.1,19.2,0,3.8,7.2,WSW,41,W,WNW,11,24,67,50,1017.7,1015.7,5,7,14.8,17.5,No
7/31/2016,PerthAirport,12.3,15.8,5.6,2.6,5.7,SW,80,W,SW,33,31,80,60,1018.8,1023.3,7,3,12.3,13.2,Yes
8/1/2016,PerthAirport,1.1,15.7,1,3.4,9.6,NE,28,S,NE,11,11,70,38,1032.3,1029.1,0,1,7.7,15.1,No
8/2/2016,PerthAirport,4.8,17.3,0,2,9.7,NNE,44,NE,NE,19,13,53,35,1026.4,1021.4,1,1,10,17,No
8/3/2016,PerthAirport,7.1,17.2,0,3,0.1,NNE,39,NNE,NNE,15,17,48,43,1016.4,1015.3,7,8,12.2,17.1,No
8/4/2016,PerthAirport,12.1,15.5,3.8,1.2,0.3,E,28,ENE,E,11,15,94,76,1016.7,1015.3,8,7,12.7,14.8,Yes
8/5/2016,PerthAirport,7.8,16.5,3.8,0.8,1.2,E,28,E,ESE,13,17,78,64,1020,1017.4,7,7,12.7,16.2,Yes
8/6/2016,PerthAirport,9.6,18.2,0,1.6,7,N,35,NE,NNE,19,19,72,81,1013.4,1009.1,1,3,14.2,15.5,No
8/7/2016,PerthAirport,9.5,17.4,8.4,4.2,7.1,NW,70,NW,WNW,11,33,61,40,1013.4,1013.1,6,4,13.9,16.8,Yes
8/8/2016,PerthAirport,10.1,14.4,8,1.6,4.3,SW,63,WSW,WSW,20,33,78,62,1015.2,1015.7,7,7,11.6,13.3,Yes
8/9/2016,PerthAirport,6,16.7,7,1.8,4.8,W,46,WNW,WSW,11,24,82,43,1021.6,1020.2,3,3,11.3,16.1,Yes
8/10/2016,PerthAirport,8.8,17.7,3.4,1.8,5.7,NW,30,NNE,WNW,9,17,92,55,1024.7,1022.2,7,6,11.2,17,Yes
8/11/2016,PerthAirport,11.1,19.3,0.4,1.2,5.3,NW,44,N,WNW,20,28,74,49,1020.2,1017.2,7,6,14,18.9,No
8/12/2016,PerthAirport,4.9,17.7,4.6,3,9.2,SW,31,NE,SSE,6,9,77,36,1026.6,1024.7,5,1,11.3,17.3,Yes
8/13/2016,PerthAirport,6.3,19.1,0,2,6.9,WNW,24,ENE,NW,11,6,61,48,1027.6,1023.8,2,5,12.8,17.5,No
8/14/2016,PerthAirport,6.2,22.3,0,2.2,9.9,W,30,ENE,WSW,15,19,61,39,1020,1013.8,0,0,11.9,20.5,No
8/15/2016,PerthAirport,7.5,18.9,0,2.8,5,WNW,50,N,W,15,13,74,59,1013,1012.9,2,7,15.7,17,No
8/16/2016,PerthAirport,7.1,20,6,1.8,8.5,NNW,41,NNE,NNW,9,30,89,47,1018.7,1015.4,2,3,11.1,18.8,Yes
8/17/2016,PerthAirport,11.1,15.6,2,3,0.1,WSW,80,N,W,33,17,90,84,1003.1,1003.1,5,7,14.8,13.4,Yes
8/18/2016,PerthAirport,4.2,15.3,20.2,0.6,9.4,SSW,44,N,SSW,2,20,82,48,1021.8,1021.6,3,2,9.8,14.8,Yes
8/19/2016,PerthAirport,8.1,15.5,0.2,3,1.9,NNW,33,NNE,WNW,11,17,74,56,1024.8,1022.1,8,7,10.6,15.4,No
8/20/2016,PerthAirport,8.8,17.8,10.2,3,7.3,SSW,52,NNE,SW,9,24,96,51,1021.3,1019.1,7,3,11,16.9,Yes
8/21/2016,PerthAirport,6.6,18,0.6,2,3.8,W,52,NNE,WNW,11,24,89,55,1019.4,1015,8,6,9.6,16.8,No
8/22/2016,PerthAirport,4.5,16.5,2.8,2.2,9.6,SSW,46,S,SSW,9,30,90,36,1022.3,1020.8,1,3,8.6,16.1,Yes
8/23/2016,PerthAirport,1.8,16.7,0,3.2,10.2,SE,33,WNW,ESE,6,17,66,36,1025.3,1022.4,0,5,10.3,15.6,No
8/24/2016,PerthAirport,5.7,16.7,0,3.4,10.6,E,39,E,ENE,28,15,58,35,1026.6,1023.5,0,0,9.4,16.4,No
8/25/2016,PerthAirport,4.9,18.8,0,3.4,9.6,ENE,43,ENE,ENE,20,20,63,44,1025.3,1019.6,1,1,11.6,18.3,No
8/26/2016,PerthAirport,11.6,20.7,0,4.6,3.7,N,46,NNE,NNE,22,20,44,43,1013.3,1007.7,4,7,16.5,20.1,No
8/27/2016,PerthAirport,10.9,16.8,34.4,2.6,5.5,WSW,56,N,WSW,13,31,93,68,1003.3,1003.5,7,3,12.7,14.6,Yes
8/28/2016,PerthAirport,10.2,16.1,5.4,3.4,6,SSW,54,SSW,SW,41,33,67,64,1011.3,1010.6,6,8,13,14.7,Yes
8/29/2016,PerthAirport,10.5,17.7,0,2.2,8.3,SSW,33,SSE,SW,17,19,66,48,1016.7,1015.2,7,6,13.4,17.6,No
8/30/2016,PerthAirport,3.5,17.9,0,1.6,6.4,NW,35,NNE,WNW,11,17,75,50,1018.3,1015.2,2,7,10.3,16.9,No
8/31/2016,PerthAirport,10.1,17.7,9.4,2,5,SW,50,N,SSW,2,35,95,50,1012.9,1014.1,8,3,12.4,16.5,Yes
9/1/2016,PerthAirport,3.5,17.5,0.8,2.8,10.4,WSW,31,SSE,WSW,9,19,74,48,1026.5,1023.4,0,1,11,16.9,No
9/2/2016,PerthAirport,4.4,17.8,0,4.2,3.9,SW,33,,SW,0,17,72,48,1023.3,1020.6,7,6,12.4,16.6,No
9/3/2016,PerthAirport,4.2,19.6,0,1.2,10.3,ENE,28,,N,0,9,70,42,1025.5,1021.7,1,1,13,19.1,No
9/4/2016,PerthAirport,7.7,22.6,0,2.8,7.3,WSW,35,NE,SW,7,26,64,38,1021.3,1016.6,7,2,13.4,21.4,No
9/5/2016,PerthAirport,6.2,20.3,0,2.8,9.8,WNW,46,WSW,W,9,22,82,58,1018.3,1015.1,1,1,11.9,19,No
9/6/2016,PerthAirport,6.8,19.4,0,2.6,8.6,NW,44,NNE,NW,9,28,77,50,1013.4,1009.2,1,6,14.1,18.7,No
9/7/2016,PerthAirport,12.5,17,7.6,3,7.9,WSW,70,WSW,WNW,33,33,63,45,1012.4,1013.9,4,6,14.2,16,Yes
9/8/2016,PerthAirport,11.4,17.7,7.8,3.8,8.6,WSW,52,S,SW,19,11,56,43,1024.3,1023.4,7,2,13.9,17,Yes
9/9/2016,PerthAirport,6.7,18.9,0,4,4,WSW,28,NNE,WSW,13,17,70,52,1025.1,1021.5,8,7,12.7,17.8,No
9/10/2016,PerthAirport,11.9,19.8,1.4,1.4,4,WSW,31,N,WSW,9,24,82,62,1021.3,1018.8,2,7,15.6,18.5,Yes
9/11/2016,PerthAirport,11.5,15.5,0,4.2,8.7,SE,52,SSE,ESE,17,30,60,56,1024.3,1023.1,6,7,13.2,14.9,No
9/12/2016,PerthAirport,8.6,17.4,0,2,9.3,ESE,63,ESE,ESE,30,28,46,36,1028.7,1025,4,5,12.6,16.5,No
9/13/2016,PerthAirport,8.1,17.8,0,4,10.3,E,57,E,E,41,31,44,29,1028.4,1025.2,3,1,12.3,17.2,No
9/14/2016,PerthAirport,7.6,19.3,0,5,11,ENE,37,ENE,NNW,26,11,55,34,1027.4,1022.7,0,2,12.8,18.5,No
9/15/2016,PerthAirport,3.8,18.5,0,3.2,7.2,W,57,NNE,W,13,24,57,55,1017.4,1012.8,1,7,13.4,16.6,No
9/16/2016,PerthAirport,5,17.3,7.4,3,10.2,SSW,39,S,S,20,20,58,37,1021.3,1020.8,1,4,11.9,15.5,Yes
9/17/2016,PerthAirport,7,18.4,0,3.6,9.4,NE,43,ENE,N,17,7,53,37,1026.7,1023.6,2,6,12.5,16.8,No
9/18/2016,PerthAirport,3.1,18.9,0,3,2.7,WNW,81,NNE,WNW,11,26,59,58,1018.1,1013.4,5,8,12.9,15.7,No
9/19/2016,PerthAirport,4.1,16.3,11,3.8,9.3,SW,48,S,SW,22,28,61,55,1017.3,1017.3,7,6,11.7,15,Yes
9/20/2016,PerthAirport,5.9,19.3,0,2.6,10.4,WSW,26,S,W,6,13,55,43,1022.1,1019.2,5,1,14.6,18.6,No
9/21/2016,PerthAirport,5,23.4,0,2.2,10.9,NNW,33,NNE,WNW,7,15,62,27,1019.4,1015.2,0,1,15.3,22.9,No
9/22/2016,PerthAirport,6.1,19,0,4,3.6,SW,44,NNE,SW,11,26,74,75,1011.6,1011.4,7,7,14.5,15.4,No
9/23/2016,PerthAirport,8.4,15.9,5.6,1.4,7.8,WSW,56,S,SW,19,30,66,43,1015.7,1015.3,7,6,12.7,14.5,Yes
9/24/2016,PerthAirport,4.2,17.4,0.4,3,7.1,W,41,N,W,9,20,71,43,1018.4,1014.4,7,5,10.1,16.6,No
9/25/2016,PerthAirport,8.8,17.6,10,2.4,8,SW,41,SSE,WSW,17,20,74,41,1018,1017.4,6,2,12.7,17,Yes
9/26/2016,PerthAirport,3.9,17.6,0,3,4,W,35,N,W,15,20,66,58,1021.3,1018.7,5,8,12.5,16.8,No
9/27/2016,PerthAirport,11.2,19.4,2.6,2.8,5.9,WSW,72,WNW,WSW,24,22,56,69,1013.6,1011,4,7,17,14.6,Yes
9/28/2016,PerthAirport,4.8,16.2,7.2,3,11.1,S,46,S,SSW,26,15,52,40,1024.1,1022.1,1,3,11.7,16.1,Yes
9/29/2016,PerthAirport,5.2,19.4,0,5,11.3,E,37,NE,NNW,22,6,45,33,1021.8,1015.5,0,0,12.8,18.7,No
